name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,04 Apr 14,,rat4,{'Tell us about your overall university experience so far.': 'Great university in terms of job prospects. Nightlife is good considering it’s a campus university. Rootes/Jack Martin/Arthur Vick are the best halls to pick if you want a good social side. University facilities are very good.'},rat5,,rat4,,rat4,,,,,,rat4,,rat4,,rat3,,rat5,
Student Reviewer,04 Apr 14,Global History MA,rat4,"{'Tell us about your overall university experience so far.': ""It's a great place to study; challenging and ineteresting course materials. There's loads of great clubs and socities and also sports clubs to get involved in. There's also good nightlife in Leam, Coventry and Birmingham.""}",rat5,,rat4,,rat5,,,,,,rat5,,rat5,,rat3,,rat5,
Student Reviewer,04 Apr 14,Accounting and Finance MSc,rat5,"{'Tell us about your overall university experience so far.': 'what I enjoy the most in Warwick is the fact it is a campus university. So, I didn’t have to travel by the tube like city universities in London. Friends have been great especially my flatmates. However, I am dissappointed when there is not enough sport facilities to accomodate all students. The reason is, it is hard to use the westwood games hall since it is always fully booked. Hopefully, Warwick can add more indoor sports facilities.'}",rat4,,rat5,,rat3,,,,,,rat4,,rat5,,rat2,,rat4,
Student Reviewer,04 Apr 14,Economics MPhil,rat4,"{'Tell us about your overall university experience so far.': 'Warwick has a great reputation especially for economics. It would be better if there were more restaurants on campus. Rootes is great and very sociable. However, work is relatively hard.'}",rat5,,rat3,,rat4,,,,,,rat4,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""It's a really good university with a really nice community feel. Evryone's been nice and I've had a great time with the people I was placed in a flat with.""}",rat5,,rat4,,rat4,,,,,,rat3,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'As an exchange student, I felt welcome by the students amd staff at Warwick. The accomodation is spacious and the lectures are accesible and interesting. I would definitely recommend Warwick to any student looking to meet nice people and learn a lot. (Please keep this review anonymous).'}",rat4,,rat4,,rat4,,,,,,rat4,,rat4,,rat3,,rat3,
Student Reviewer,04 Apr 14,Economics MPhil,rat5,"{'Tell us about your overall university experience so far.': 'Admission process is quite fast, and university administration is mostly effectively in dealing with problems, or schedules. The uni faculty is mostly good. The city life is a bit too dry. If looking for a happening city, then Birmingham (30 mins away) is the closest.'}",rat4,,rat4,,rat4,,,,,,rat3,,rat4,,rat1,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Decent place, sufficient amenities nearby, but not too much in the way of leisure, entertainment, shopping etc unfortunately.'}",rat4,,rat5,,rat3,,,,,,rat3,,rat4,,rat2,,rat3,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': 'I have really grown to like Warwick Univeristy, afteran uncertain first term. The support I have received has been phenomenal and really helped me come into my own. Excellent facilities and a great learning environment. The SU events could use some work, as they have not been as good as other nights out. Also, the gym is consistently busy, which is annoying as there are far more people than sensible for the equipment. Other than that, all is excellent.'}",rat5,,rat4,,rat5,,,,,,rat2,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,Global History MA,rat5,"{'Tell us about your overall university experience so far.': 'Gym needs to be bigger, not enough space for the thousands who will have signed up. Library and humanities facilities are excellent, but need cheaper eating places on campus.'}",rat5,,rat4,,rat5,,,,,,rat4,,rat5,,rat3,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Overall, I am pleased with Warwick University. Where I live, Jack Martin, everything is so close so it is really convenient. The people at Warwick are really friendly and it was easy to settle in. One complaint, however, is that Costcutters is too expensive.'}",rat4,,rat4,,rat4,,,,,,rat4,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': 'I loved my time at Warwick, I feel I made some excellent friends and really matured as a person. The range of sports clubs on offer is amazing and I was able to take up many new sports and continue improving old hobbies. In older years (not freshers) everyone moves off campus, mainly to Leamington Spa. Its a really pretty town and far nicer than Coventry; however, the bus, run by Stagecoach, to and from university is an appaling service and is never on time. While Warwick is low on eye-candy, this does mean relatively speaking, you are more attractive, and if you are already moderately attractive then you have the pick of the bunch.'}",rat5,,rat4,,rat4,,,,,,rat5,,rat5,,rat5,,rat5,
Student Reviewer,04 Apr 14,History of Art (MA by Research),rat4,"{'Tell us about your overall university experience so far.': 'Univeristy os generally good but the humanities block is rubbish. The SU and the other campus facilities however, and generally very good.'}",rat4,,rat4,,rat3,,,,,,rat5,,rat3,,rat2,,rat5,
Student Reviewer,04 Apr 14,,rat3,"{'Tell us about your overall university experience so far.': 'Course is hard, nightlife is not the best. Facilities here are great and the accomodation is great.'}",rat3,,rat4,,rat4,,,,,,rat3,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,History of Art (MA by Research),rat4,"{'Tell us about your overall university experience so far.': ""Generally good, if not a little cut off from 'real life' as campus/leamington are far apart. But mostly a good university all round.""}",rat3,,rat3,,rat3,,,,,,rat3,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,Evidence-Based Musculoskeletal Care (Managing Upper Limb Pain) PGA,rat4,"{'Tell us about your overall university experience so far.': 'Great university which has great job prospects, solid teaching and great society events. To improve, it could have better student accomodatiin system for first years.'}",rat4,,rat3,,rat3,,,,,,rat3,,rat4,,rat4,,rat4,
Student Reviewer,04 Apr 14,Accounting and Finance MSc,rat4,{'Tell us about your overall university experience so far.': 'Warwick is a great uni. Learning at the business school has given me many opportunities and I am very excited to spend the next 3 years here!'},rat4,,rat3,,rat4,,,,,,rat4,,rat5,,rat3,,rat5,
Student Reviewer,04 Apr 14,"Economics, Politics and International Studies BA (Hons)",rat4,"{'Tell us about your overall university experience so far.': ""Tesco's and the post room are not central enough, and Costcutters (on campus) is overpriced. ""}",rat4,,rat4,,rat4,,,,,,rat2,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,Psychology BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Generally pretty good, but some parts of the course are less well run and well organised than others. But overall very good and am very pleased with the general atmosphere of the uni.'}",rat4,,rat4,,rat4,,,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Good lecture halls and quality of teaching. SU not great, so nightlife on campus not great. Lots of learning resources and infrastructure. Shops on campus fairly expensive.'}",rat4,,rat3,,rat4,,,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,Global History MA,rat4,"{'Tell us about your overall university experience so far.': ""night life not as bad as people make out - quite a lot of clubs off campus. 1st year history is well-taught but still get the feeling I don't get £9000 worth. I'm taught by mainly phd students.""}",rat4,,rat4,,rat5,,,,,,rat4,,rat5,,rat4,,rat3,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Nice campus, opposite to a city university. A lot quieter because its in the middle of nowehere. Nice people, nice accomodation. SU always tries to have lots of different events on. VERY international, lots of people from different backgrounds.'}",rat4,,rat3,,rat3,,,,,,rat3,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,Global History MA,rat3,"{'Tell us about your overall university experience so far.': ""Pretty good fun, made some good friends. Although the nights out aren't great, it’s the people that make it! Starting to work abit harder in 3rd year but not too bad for 1st and 2nd.""}",rat2,,rat3,,rat4,,,,,,rat2,,rat3,,rat1,,rat3,
Student Reviewer,04 Apr 14,,rat4,{'Tell us about your overall university experience so far.': 'Great university with several clubs and societies to join. Good job prospects and several opportunitiesto improve your personal skills.'},rat5,,rat3,,rat3,,,,,,rat4,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,,rat4,{'Tell us about your overall university experience so far.': 'Thoroughly enjoying me time at Warwick University. There are great opportunities for sport with a very welcoming attitude. Lectures are generally very good with a few exceptions. I really like the bubble feeling of being on a campus.'},rat5,,rat4,,rat4,,,,,,rat3,,rat4,,rat3,,rat5,
Student Reviewer,04 Apr 14,Mathematics and Physics MMath&Phys,rat4,{'Tell us about your overall university experience so far.': 'I think Warwick offers a lot of career and social opportunities for students here. The lecturers are all good and the course is very interesting.'},rat5,,rat5,,rat5,,,,,,rat4,,rat4,,rat4,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Only currently in second term, but really enjoying university life at Warwick. Campus is slightly internalised and isolated but plenty on it. Clubs etc in Leamington and Coventry mean social life is good too.'}",rat3,,rat4,,rat4,,,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""Good course and lecturers and work load. Great clubs and socials. I also rate uni express. There's also a lot of ineteresting people here.""}",rat4,,rat3,,rat3,,,,,,rat3,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,Economics MPhil,rat4,"{'Tell us about your overall university experience so far.': 'Warwick is mostly for studying. The nightlife is not the best. Also, accomodation is not catered, and the food on campus isnt the cheapest.'}",rat5,,rat4,,rat4,,,,,,rat4,,rat4,,rat2,,rat3,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': ""The course is challenging, but rewarding. Constant assesment can be hard to cope with at times, however most individual pieces are of reasonable length. Accomodation is fantastic. Great atmosphere about the place, and the rest of campus. Campus buildings are nice. Everything is on campus, a true 'bubble' experience. Although this might not be for everyone.""}",rat5,,rat4,,rat4,,,,,,rat3,,rat5,,rat3,,rat4,
