name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,17 Nov 17,,rat4,"{'Tell us about your overall university experience so far.': ""I've had a lot of fun but also experienced lots of stress and panic. Thing are more settled now I'm in 3rd year.""}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'There are lots of opportunities but you do have to be proactive'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Libraries are amazing, sports facilities are okay but too focused on rowing'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'There is a lot of stuff available and most of my tutors have been wonderful, but there are definitely individuals who can be pretty non-supportive'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""The student union isn't something I'm involved in or know anything about""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Currently in Jowett Walk, really nice but expensive. Was in Balliol, cheaper but kitchens are terrible/non-existent'}",rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Oxford is a very good size for me, I'm not hugely into clubbing but it has a good range of good shops and public transport and other useful things""}",rat4,"{'How would you rate the variety of societies/sports?': ""There are a lot of different ones ranging from fun to serious, to socialising but there's stuff for everyone and creating a society isn't too hard.""}"
Student Reviewer,17 Nov 17,,rat5,"{'Tell us about your overall university experience so far.': 'Excellent facilities, course sizes are too large'}",rat5,,rat5,,rat5,,rat5,,,,non_app,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Serviceable'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lovely quality of life'},rat5,
Student Reviewer,17 Nov 17,Politics DPhil,rat5,{'Tell us about your overall university experience so far.': None},non_app,,rat4,,rat4,,rat4,,,,rat2,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'College accommodation good but private renting expensive'}",rat3,,rat4,
Student Reviewer,17 Nov 17,Politics (European Politics and Society) MPhil,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,"{""How good are your university's facilities?"": 'Exceptional libraries'}",rat4,,,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Too expensive! (Although St Anne's accommodation is not bad)""}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'We need more clubs'},rat4,
Student Reviewer,17 Nov 17,Politics (European Politics and Society) MPhil,rat2,{'Tell us about your overall university experience so far.': None},rat5,,rat2,,rat3,,rat2,,,,rat3,,rat5,,rat4,,rat5,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Demanding but fruitful'},rat5,,rat5,,rat4,"{""How good are your university's facilities?"": 'Alright, but some facilities could use an upgrade'}",rat5,,,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Single en suite'}",rat5,,rat5,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Cool!'},rat5,,rat4,,rat5,,rat4,,,,rat4,,rat4,,rat5,,rat4,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Dope'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Frequently'}",rat4,{'How many contact hours per week do you have?': '3'},rat5,"{""How good are your university's facilities?"": 'Awesome'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Good'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""I don't think of my SU""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Magdalen'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Better than 'not so good', worse than 'awesome'""}",rat5,{'How would you rate the variety of societies/sports?': 'Awesome'}
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat4,,rat4,,,,non_app,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Magdalen'}",rat4,,rat5,
Student Reviewer,17 Nov 17,,rat3,{'Tell us about your overall university experience so far.': 'Incredibly difficult but quite rewarding'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Opportunities are fantastic'}",rat3,,rat5,"{""How good are your university's facilities?"": 'Have everything you could need'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors are helpful and welfare provisions are numerous'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Never had any interaction with it'}",,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Oxford is a great place to live'},rat4,{'How would you rate the variety of societies/sports?': 'There is something for everyone'}
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Time of my life. The stressful environment is surprisingly rewarding.'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Loads of careers fairs always running'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Amazing'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Lots on offer. Counselling always available easily.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't know much about it.""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'I live in college -very reasonable price for en suite'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Awesome if you have time'},rat5,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': 'Stressful but fun and rewarding'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'The career service organised lots of carer related events. However the tutors and teaching staff are not particularly supportive.'}",rat4,,rat4,"{""How good are your university's facilities?"": 'The facilities in my college and department are good'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'The university-wide and college-wide welfare systems are both very good'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Not very familiar with specific things they've achieved""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""I live in college accommodation. It's close to my college and very central.""}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not a big city but lots of things going on'},rat4,"{'How would you rate the variety of societies/sports?': 'Lots of different societies, good opportunities to meet like-minded people'}"
Student Reviewer,16 Feb 17,,rat4,{'Tell us about your overall university experience so far.': 'enjoys going to third year lectures'},rat1,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'gave up looking'}",rat3,{'What do you like most and least about the way your course(s) are taught?': 'varies in quality (2.5)'},rat4,"{""How good are your university's facilities?"": 'good after comparison with Teddy'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""some tutors are good\nwhat's personal support?""}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'never went, what do they (we have one?) do?'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'pretty average'}",rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'city is too far from St Hughs'},rat2,{'How would you rate the variety of societies/sports?': 'got second place at Valentine puzzle competition'}
